Company,Location,Role,Salary,StartDate,Status,SubmitDate,Year
TISPR INC,"SANTA MONICA, CA",DATA SCIENTIST,63500,09/10/2019,CERTIFIED,03/12/2019,2019
THE GLEASON WORKS,"ROCHESTER, NY",DATA SCIENTIST,64043,08/12/2019,CERTIFIED,02/14/2019,2019
INNOWATTS INC,"HOUSTON, TX",DATA SCIENTIST,64064,09/02/2019,CERTIFIED,03/12/2019,2019
INNOWATTS INC,"HOUSTON, TX",DATA SCIENTIST,64064,09/02/2019,CERTIFIED,03/14/2019,2019
FIDELITY BROKERAGE SERVICES LLC,"DURHAM, NC",DATA SCIENTIST,64272,09/23/2019,CERTIFIED,03/24/2019,2019
APPLIED MATERIALS INC,"AUSTIN, TX",DATA SCIENTIST,64397,09/01/2019,CERTIFIED,03/13/2019,2019
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,"JACKSON, MS",DATA SCIENTIST,65000,06/13/2019,CERTIFIED,01/25/2019,2019
WEST CORPORATION,"OMAHA, NE",DATA SCIENTIST,65000,03/01/2019,CERTIFIED,01/30/2019,2019
EQUIAN LLC,"WOBURN, MA",DATA SCIENTIST,65000,08/01/2019,CERTIFIED,02/11/2019,2019
CINTRA US SERVICES LLC,"AUSTIN, TX",DATA SCIENTIST,65000,08/21/2019,CERTIFIED,02/19/2019,2019
INCEDO INC,"ISELIN, NJ",DATA SCIENTIST,65000,08/30/2019,CERTIFIED,02/28/2019,2019
SIRIUS XM RADIO INC,"IRVING, TX",DATA SCIENTIST,65000,08/27/2019,CERTIFIED,03/05/2019,2019
LIVANOVA USA INC,"HOUSTON, TX",DATA SCIENTIST,65000,08/31/2019,CERTIFIED,03/08/2019,2019
ADADAPTED INC,"ANN ARBOR, MI",DATA SCIENTIST,65000,09/06/2019,CERTIFIED,03/11/2019,2019
VULCAN MANAGEMENT INC,"BIRMINGHAM, AL",DATA SCIENTIST,65000,09/10/2019,CERTIFIED,03/11/2019,2019
DEEPIQ LLC,"HOUSTON, TX",DATA SCIENTIST,65000,09/12/2019,CERTIFIED,03/13/2019,2019
THE RICHARDS GROUP,"DALLAS, TX",DATA SCIENTIST,65000,09/06/2019,CERTIFIED,03/13/2019,2019
PUBLISHING CONCEPTS LLP,"DALLAS, TX",DATA SCIENTIST,65000,09/02/2019,CERTIFIED,03/13/2019,2019
AMERITAS LIFE INSURANCE CORP,"CINCINNATI, OH",DATA SCIENTIST,65000,09/15/2019,CERTIFIED,03/18/2019,2019
ANALYSTS INTERNATIONAL CORPORATION,"MINNEAPOLIS, MN",DATA SCIENTIST,65000,08/23/2019,CERTIFIED,03/19/2019,2019
RESTREAM SOLUTIONS INC,"AUSTIN, TX",DATA SCIENTIST,65000,09/16/2019,CERTIFIED,03/23/2019,2019
INFORMATION RESOURCES INC,"CHICAGO, IL",DATA SCIENTIST,65166,09/14/2019,CERTIFIED,03/15/2019,2019
WHITEGATE DIGITAL MARKETING AND ANALYTICS LLC,"COLUMBIA, MD",DATA SCIENTIST,65312,09/05/2019,CERTIFIED,03/13/2019,2019
GARAGE SOLUTIONS LLC,"ORLANDO, FL",DATA SCIENTIST,66000,09/01/2019,CERTIFIED,03/15/2019,2019
AMNE INC,"AUSTIN, TX",DATA SCIENTIST,66000,09/15/2019,CERTIFIED,03/20/2019,2019
WESTAT,"ROCKVILLE, MD",DATA SCIENTIST,66500,09/05/2019,CERTIFIED,03/19/2019,2019
INTEL CORPORATION,"HILLSBORO, OR",DATA SCIENTIST,66518,08/24/2019,CERTIFIED,02/25/2019,2019
VIRTULYTIX INC,"LEXINGTON, KY",DATA SCIENTIST,66540,09/12/2019,CERTIFIED,03/15/2019,2019
PACTERA TECHNOLOGIES INC,"REDMOND, WA",DATA SCIENTIST,66560,09/10/2019,CERTIFIED,03/11/2019,2019
SHINYAN ROBOTICS INC,"BERKELEY, CA",DATA SCIENTIST,66664,08/01/2019,CERTIFIED,03/18/2019,2019
EQUALS 3 LLC,"MINNEAPOLIS, MN",DATA SCIENTIST,66768,09/18/2019,CERTIFIED,03/20/2019,2019
PATOLUS OPERATIONS LLC,"MISSION VIEJO, CA",DATA SCIENTIST,66830,03/15/2019,CERTIFIED,03/04/2019,2019
PATOLUS OPERATIONS LLC,"MISSION VIEJO, CA",DATA SCIENTIST,66830,03/25/2019,CERTIFIED,03/18/2019,2019
CORRECT CRAFT HOLDING COMPANY LLC,"ORLANDO, FL",DATA SCIENTIST,66955,08/27/2019,CERTIFIED,03/05/2019,2019
M SCIENCE LLC,"PORTLAND, OR",DATA SCIENTIST,67000,08/15/2019,CERTIFIED,03/20/2019,2019
DIGITIZEAI INC,"DECATUR, GA",DATA SCIENTIST,67101,09/01/2019,CERTIFIED,03/14/2019,2019
ANTUIT INC,"FRISCO, TX",DATA SCIENTIST,67142,09/16/2019,CERTIFIED,03/21/2019,2019
EMPLOYERS MUTUAL CASUALTY COMPANY,"DES MOINES, IA",DATA SCIENTIST,67205,07/25/2019,CERTIFIED,01/25/2019,2019
TURTLE AND HUGHES,"LINDEN, NJ",DATA SCIENTIST,67309,09/11/2019,CERTIFIED,03/12/2019,2019
PEAK6 GROUP LLC,"CHICAGO, IL",DATA SCIENTIST,67642,02/08/2019,CERTIFIED,01/11/2019,2019
DIGICERT INC,"LEHI, UT",DATA SCIENTIST,67642,08/19/2019,CERTIFIED,03/01/2019,2019
CHICAGO MERCANTILE EXCHANGE INC,"CHICAGO, IL",DATA SCIENTIST,67642,09/10/2019,CERTIFIED,03/13/2019,2019
THE DOW CHEMICAL COMPANY,"AUBURN, MI",DATA SCIENTIST,67933,08/10/2019,CERTIFIED,02/25/2019,2019
OMNICELL INC,"RALEIGH, NC",DATA SCIENTIST,68000,07/27/2019,CERTIFIED,02/08/2019,2019
AIG EMPLOYEE SERVICES INC,"HOUSTON, TX",DATA SCIENTIST,68000,08/30/2019,CERTIFIED,03/05/2019,2019
MOBSTAZ CORPORATION,"NEWARK, CA",DATA SCIENTIST,68000,09/03/2019,CERTIFIED,03/06/2019,2019
SAILPOINT TECHNOLOGIES INC,"AUSTIN, TX",DATA SCIENTIST,68080,09/05/2019,CERTIFIED,03/08/2019,2019
IBM CORPORATION,"PETALUMA, CA",DATA SCIENTIST,68224,07/15/2019,CERTIFIED,01/16/2019,2019
DEXTRO SOFTWARE SYSTEMS INC,"DENVER, CO",DATA SCIENTIST,68411,09/21/2019,CERTIFIED,03/22/2019,2019
YALE UNIVERSITY,"NEW HAVEN, CT",DATA SCIENTIST,69200,07/01/2019,CERTIFIED,03/13/2019,2019
INFOSHARE SYSTEMS INC,"INDIANAPOLIS, IN",DATA SCIENTIST,69264,09/02/2019,CERTIFIED,03/15/2019,2019
T3C INC,"SAN JOSE, CA",DATA SCIENTIST,69430,06/01/2019,CERTIFIED,02/19/2019,2019
TELESENSE INC,"SUNNYVALE, CA",DATA SCIENTIST,69430,09/10/2019,CERTIFIED,03/14/2019,2019
SERVICENOW INC,"SANTA CLARA, CA",DATA SCIENTIST,69430,09/11/2019,CERTIFIED,03/18/2019,2019
SIMULMEDIA INC,"NEW YORK, NY",DATA SCIENTIST,69680,08/28/2019,CERTIFIED,03/01/2019,2019
LOCUS ANALYTICS LLC,"NEW YORK, NY",DATA SCIENTIST,69680,09/15/2019,CERTIFIED,03/19/2019,2019
FAREPORTAL,"NEW YORK, NY",DATA SCIENTIST,70000,07/27/2019,CERTIFIED,01/25/2019,2019
NEXT LEVEL RECRUITING LLC,"NORTHBROOK, IL",DATA SCIENTIST,70000,08/01/2019,CERTIFIED,02/12/2019,2019
FAREPORTAL INC,"NEW YORK, NY",DATA SCIENTIST,70000,08/16/2019,CERTIFIED,02/14/2019,2019
STRATEGIC CS LLC,"NEW YORK, NY",DATA SCIENTIST,70000,08/24/2019,CERTIFIED,03/01/2019,2019
ACCEL ENTERTAINMENT GAMING LLC,"BURR RIDGE, IL",DATA SCIENTIST,70000,09/03/2019,CERTIFIED,03/06/2019,2019
AARON'S INC,"KENNESAW, GA",DATA SCIENTIST,70000,09/05/2019,CERTIFIED,03/06/2019,2019
WELLIGENCE INC,"PHILADELPHIA, PA",DATA SCIENTIST,70000,09/06/2019,CERTIFIED,03/07/2019,2019
PIPA LLC,"DAVIS, CA",DATA SCIENTIST,70000,09/06/2019,CERTIFIED,03/07/2019,2019
QUANTGENE INC,"SANTA MONICA, CA",DATA SCIENTIST,70000,09/06/2019,CERTIFIED,03/07/2019,2019
MGM RESORTS INTERNATIONAL OPERATIONS INC,"LAS VEGAS, NV",DATA SCIENTIST,70000,09/03/2019,CERTIFIED,03/10/2019,2019
LSC COMMUNICATIONS US LLC,"WARRENVILLE, IL",DATA SCIENTIST,70000,08/19/2019,CERTIFIED,03/11/2019,2019
RIFINITI INC,"BOSTON, MA",DATA SCIENTIST,70000,09/06/2019,CERTIFIED,03/12/2019,2019
MCKESSON CORPORATION,"RICHMOND, VA",DATA SCIENTIST,70000,09/11/2019,CERTIFIED,03/13/2019,2019
TARGETCAST LLC,"NEW YORK, NY",DATA SCIENTIST,70000,09/13/2019,CERTIFIED,03/14/2019,2019
THE HERTZ CORPORATION,"ESTERO, FL",DATA SCIENTIST,70000,09/08/2019,CERTIFIED,03/14/2019,2019
BIZ2CREDIT INC,"NEW YORK, NY",DATA SCIENTIST,70000,09/14/2019,CERTIFIED,03/15/2019,2019
DAN KLORES COMMUNICATIONS LLC,"NEW YORK, NY",DATA SCIENTIST,70000,09/11/2019,CERTIFIED,03/18/2019,2019
HORTIFRUT IMPORTS INC,"MIAMI, FL",DATA SCIENTIST,70000,09/17/2019,CERTIFIED,03/18/2019,2019
TERRENE LABS LLC,"MASON, OH",DATA SCIENTIST,70000,09/17/2019,CERTIFIED,03/18/2019,2019
RELIABLE SOFTWARE RESOURCES INC,"NORTHVILLE, MI",DATA SCIENTIST,70000,09/01/2019,CERTIFIED,03/19/2019,2019
FAREPORTAL INC,"NEW YORK, NY",DATA SCIENTIST,70000,09/20/2019,CERTIFIED,03/21/2019,2019
QUANTGENE INC,"SANTA MONICA, CA",DATA SCIENTIST,70000,09/18/2019,CERTIFIED,03/22/2019,2019
QUAD/GRAPHICS INC,"SUSSEX, WI",DATA SCIENTIST,70000,09/18/2019,CERTIFIED,03/22/2019,2019
IMIDIA LLC,"SAN FRANCISCO, CA",DATA SCIENTIST,70000,09/19/2019,CERTIFIED,03/23/2019,2019
TE CONNECTIVITY CORPORATION,"BERWYN, PA",DATA SCIENTIST,70034,08/01/2019,CERTIFIED,03/07/2019,2019
SPECTRAL MD INC,"DALLAS, TX",DATA SCIENTIST,70200,09/04/2019,CERTIFIED,03/10/2019,2019
HOMESCOM INC,"NORFOLK, VA",DATA SCIENTIST,70242,08/13/2019,CERTIFIED,02/12/2019,2019
CARDINAL INNOVATIONS HEALTHCARE SOLUTIONS,"CHARLOTTE, NC",DATA SCIENTIST,70387,08/22/2019,CERTIFIED,03/08/2019,2019
INTELLIGENT FUSION TECHNOLOGY INC,"GERMANTOWN, MD",DATA SCIENTIST,70450,09/13/2019,CERTIFIED,03/14/2019,2019
DSI DIGITAL LLC,"PEACHTREE CORNERS, GA",DATA SCIENTIST,70720,09/10/2019,CERTIFIED,03/13/2019,2019
ICE DATA PRICING & REFERENCE DATA LLC,"NEW YORK, NY",DATA SCIENTIST,71000,08/10/2019,CERTIFIED,03/11/2019,2019
ICE DATA PRICING & REFERENCE DATA LLC,"NEW YORK, NY",DATA SCIENTIST,71000,09/02/2019,CERTIFIED,03/22/2019,2019
BAYLOR MIRACA GENETICS LABORATORIES LLC,"HOUSTON, TX",DATA SCIENTIST,71328,09/06/2019,CERTIFIED,03/15/2019,2019
AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,"NEW YORK, NY",DATA SCIENTIST,71400,08/20/2019,CERTIFIED,02/21/2019,2019
NTE MOBILITY PARTNERS LLC,"NORTH RICHLAND HILLS, TX",DATA SCIENTIST,71500,08/21/2019,CERTIFIED,02/19/2019,2019
FIDELITY INVESTMENTS INSTITUTIONAL SERVICES COMPANY INC,"SMITHFIELD, RI",DATA SCIENTIST,71698,09/21/2019,CERTIFIED,03/22/2019,2019
ASTRAZENECA PHARMACEUTICALS LP,"WALTHAM, MA",DATA SCIENTIST,71750,08/28/2019,CERTIFIED,03/19/2019,2019
STILLWATER INSURANCE SERVICES INC,"JACKSONVILLE, FL",DATA SCIENTIST,71802,09/14/2019,CERTIFIED,03/15/2019,2019
CORTEX MANAGEMENT LLC,"IRVING, TX",DATA SCIENTIST,72000,07/27/2019,CERTIFIED,02/02/2019,2019
HIGHGROUND ENTERPRISE SOLUTIONS INC,"CHICAGO, IL",DATA SCIENTIST,72000,08/29/2019,CERTIFIED,03/01/2019,2019
CARDINAL INNOVATIONS HEALTHCARE SOLUTIONS,"CHARLOTTE, NC",DATA SCIENTIST,72000,08/22/2019,CERTIFIED,03/08/2019,2019
KOCH AG & ENERGY SOLUTIONS LLC,"WICHITA, KS",DATA SCIENTIST,72000,09/05/2019,CERTIFIED,03/11/2019,2019
RANG TECHNOLOGIES INC,"CLARK, NJ",DATA SCIENTIST,72000,08/20/2019,CERTIFIED,03/13/2019,2019
XL SOFTEK INC,"ATLANTA, GA",DATA SCIENTIST,72301,08/20/2019,CERTIFIED,03/07/2019,2019
XL SOFTEK INC,"ATLANTA, GA",DATA SCIENTIST,72301,08/20/2019,CERTIFIED,03/21/2019,2019
CONNECTWISE LLC,"TAMPA, FL",DATA SCIENTIST,72322,09/06/2019,CERTIFIED,03/11/2019,2019
THE NIELSEN COMPANY (US) LLC,"OLDSMAR, FL",DATA SCIENTIST,72322,09/11/2019,CERTIFIED,03/18/2019,2019
TECHFIELD LLC,"MILPITAS, CA",DATA SCIENTIST,72800,08/31/2019,CERTIFIED,03/04/2019,2019
PACTERA TECHNOLOGIES INC,"REDMOND, WA",DATA SCIENTIST,72800,09/11/2019,CERTIFIED,03/12/2019,2019
UNITED INSTALLS LLC,"ERLANGER, KY",DATA SCIENTIST,72862,09/11/2019,CERTIFIED,03/12/2019,2019
ADS ALLIANCE DATA SYSTEMS INC,"CHICAGO, IL",DATA SCIENTIST,72862,08/16/2019,CERTIFIED,03/14/2019,2019
LIONS GATE ENTERTAINMENT CORP,"SANTA MONICA, CA",DATA SCIENTIST,72904,09/11/2019,CERTIFIED,03/15/2019,2019
GOAL ACADEMY,"PUEBLO, CO",DATA SCIENTIST,73000,09/13/2019,CERTIFIED,03/18/2019,2019
ACME SMOKED FISH CORP,"BROOKLYN, NY",DATA SCIENTIST,73060,09/07/2019,CERTIFIED,03/08/2019,2019
UNIVERSITY OF PITTSBURGH,"PITTSBURGH, PA",DATA SCIENTIST,73108,09/01/2019,CERTIFIED,03/20/2019,2019
COGNISTX,"PITTSBURGH, PA",DATA SCIENTIST,73341,09/10/2019,CERTIFIED,03/13/2019,2019
RBUS INC,"FT. MILL, SC",DATA SCIENTIST,73424,09/10/2019,CERTIFIED,03/12/2019,2019
GNOMMME LLC,"BOSTON, MA",DATA SCIENTIST,73440,09/05/2019,CERTIFIED,03/06/2019,2019
WAITR INCORPORATED,"LAFAYETTE, LA",DATA SCIENTIST,74000,09/19/2019,CERTIFIED,03/21/2019,2019
GLOOKO INC,"MOUNTAIN VIEW, CA",DATA SCIENTIST,74006,08/19/2019,CERTIFIED,02/20/2019,2019
DIDI RESEARCH AMERICA LLC,"MOUNTAIN VIEW, CA",DATA SCIENTIST,74006,08/29/2019,CERTIFIED,02/27/2019,2019
RED HAT INC,"RALEIGH, NC",DATA SCIENTIST,74006,08/01/2019,CERTIFIED,03/06/2019,2019
BEYONDSOFT CONSULTING INC,"BELLEVUE, WA",DATA SCIENTIST,74048,08/21/2019,CERTIFIED,02/19/2019,2019
DATA SCIENCE DOJO LLC,"REDMOND, WA",DATA SCIENTIST,74048,09/15/2019,CERTIFIED,03/19/2019,2019
FUZZY LOGIX INC,"CHARLOTTE, NC",DATA SCIENTIST,74100,09/01/2019,CERTIFIED,03/04/2019,2019
SAP LABS LLC,"SOUTH SAN FRANCISCO, CA",DATA SCIENTIST,74250,08/28/2019,CERTIFIED,02/27/2019,2019
SAP LABS LLC,"PALO ALTO, CA",DATA SCIENTIST,74250,08/13/2019,CERTIFIED,02/27/2019,2019
EYC USA INC,"BOISE, ID",DATA SCIENTIST,74256,09/01/2019,CERTIFIED,03/18/2019,2019
HOMEAWAYCOM INC,"AUSTIN, TX",DATA SCIENTIST,74360,07/09/2019,CERTIFIED,01/07/2019,2019
INCEDO INC,"SPRING VALLEY, NY",DATA SCIENTIST,74443,08/30/2019,CERTIFIED,02/28/2019,2019
CLAIM GENIUS,"ISELIN, NJ",DATA SCIENTIST,74443,09/13/2019,CERTIFIED,03/15/2019,2019
SRISHTI I2I BIZ SOLUTIONS INC,"HAZLET, NJ",DATA SCIENTIST,74443,09/02/2019,CERTIFIED,03/20/2019,2019
SALIGRAM SYSTEMS INC,"PISCATAWAY, NJ",DATA SCIENTIST,74443,08/20/2019,CERTIFIED,03/20/2019,2019
IOT NATION LLC,"NEW YORK, NY",DATA SCIENTIST,74443,09/17/2019,CERTIFIED,03/21/2019,2019
COLSH CONSULTANTS LLC,"MIDDLETOWN, NJ",DATA SCIENTIST,74443,08/20/2019,CERTIFIED,03/24/2019,2019
NARVII INC,"NEW YORK, NY",DATA SCIENTIST,74444,08/19/2019,CERTIFIED,02/21/2019,2019
FEDEX GROUND PACKAGE SYSTEM INC,"BROOKFIELD, WI",DATA SCIENTIST,74568,09/10/2019,CERTIFIED,03/19/2019,2019
THE RICHARDS GROUP,"DALLAS, TX",DATA SCIENTIST,74734,09/06/2019,CERTIFIED,03/13/2019,2019
INTEL CORPORATION,"CHANDLER, AZ",DATA SCIENTIST,74880,07/21/2019,CERTIFIED,01/25/2019,2019
INTEL CORPORATION,"CHANDLER, AZ",DATA SCIENTIST,74880,08/16/2019,CERTIFIED,02/21/2019,2019
TECHFIELD LLC,"PHOENIX, AZ",DATA SCIENTIST,74880,08/26/2019,CERTIFIED,02/27/2019,2019
INTEL CORPORATION,"CHANDLER, AZ",DATA SCIENTIST,74880,08/22/2019,CERTIFIED,03/01/2019,2019
COX AUTOMOTIVE CORPORATE SERVICES LLC,"ATLANTA, GA",DATA SCIENTIST,74984,08/15/2019,CERTIFIED,02/20/2019,2019
APPLIED MANUFACTURING LLC,"RANCHO SANTA MARGARITA, CA",DATA SCIENTIST,75000,08/21/2019,CERTIFIED,02/20/2019,2019
HUMU INC,"MOUNTAIN VIEW, CA",DATA SCIENTIST,75000,08/12/2019,CERTIFIED,02/25/2019,2019
AVANT-GARDE HEALTH INC,"BOSTON, MA",DATA SCIENTIST,75000,08/21/2019,CERTIFIED,02/25/2019,2019
GLOSTREAM INC,"TROY, MI",DATA SCIENTIST,75000,08/27/2019,CERTIFIED,02/26/2019,2019
NEXT LEVEL RECRUITING LLC,"NORTHBROOK, IL",DATA SCIENTIST,75000,08/01/2019,CERTIFIED,02/27/2019,2019
FUZZY LOGIX INC,"CHARLOTTE, NC",DATA SCIENTIST,75000,08/20/2019,CERTIFIED,03/04/2019,2019
MERCURY DATA SCIENCE LLC,"HOUSTON, TX",DATA SCIENTIST,75000,09/03/2019,CERTIFIED,03/04/2019,2019
WAL-MART ASSOCIATES INC,"BENTONVILLE, AR",DATA SCIENTIST,75000,09/04/2019,CERTIFIED,03/05/2019,2019
CDW LLC,"LINCOLNSHIRE, IL",DATA SCIENTIST,75000,09/05/2019,CERTIFIED,03/06/2019,2019
SMS GROUP INC,"PITTSBURGH, PA",DATA SCIENTIST,75000,09/03/2019,CERTIFIED,03/07/2019,2019
UL LLC,"LARAMIE, WY",DATA SCIENTIST,75000,08/15/2019,CERTIFIED,03/07/2019,2019
MAXIMA CONSULTING INC,"HIGHLANDS RANCH, CO",DATA SCIENTIST,75000,09/06/2019,CERTIFIED,03/07/2019,2019
COEDITION INC,"NEW YORK, NY",DATA SCIENTIST,75000,09/07/2019,CERTIFIED,03/08/2019,2019
APERGY USA INC,"THE WOODLANDS, TX",DATA SCIENTIST,75000,08/21/2019,CERTIFIED,03/08/2019,2019
SALIGRAM SYSTEMS INC,"JERSEY CITY, NJ",DATA SCIENTIST,75000,08/20/2019,CERTIFIED,03/09/2019,2019
XSELL TECHNOLOGIES INC,"CHICAGO, IL",DATA SCIENTIST,75000,09/06/2019,CERTIFIED,03/12/2019,2019
HEFNER ENERGY HOLDINGS LLC,"OKLAHOMA CITY, OK",DATA SCIENTIST,75000,09/11/2019,CERTIFIED,03/12/2019,2019
CLARABRIDGE INC,"RESTON, VA",DATA SCIENTIST,75000,09/06/2019,CERTIFIED,03/13/2019,2019
HUMU INC,"MOUNTAIN VIEW, CA",DATA SCIENTIST,75000,09/07/2019,CERTIFIED,03/13/2019,2019
COWEN INC,"NEW YORK, NY",DATA SCIENTIST,75000,09/11/2019,CERTIFIED,03/13/2019,2019
NRICH DATA LLC,"PRINCETON, NJ",DATA SCIENTIST,75000,09/10/2019,CERTIFIED,03/14/2019,2019
MAXIMA CONSULTING INC,"CENTENNIAL, CO",DATA SCIENTIST,75000,09/06/2019,CERTIFIED,03/15/2019,2019
WAL-MART ASSOCIATES INC,"BENTONVILLE, AR",DATA SCIENTIST,75000,09/14/2019,CERTIFIED,03/15/2019,2019
KAIZEN ANALYTIX LLC,"ATLANTA, GA",DATA SCIENTIST,75000,09/14/2019,CERTIFIED,03/15/2019,2019
NIRVANA ENTERPRISES LLC,"DALLAS, TX",DATA SCIENTIST,75000,09/15/2019,CERTIFIED,03/18/2019,2019
SUEZ WTS USA INC,"TREVOS, PA",DATA SCIENTIST,75000,09/01/2019,CERTIFIED,03/19/2019,2019
LOCUS ANALYTICS LLC,"NEW YORK, NY",DATA SCIENTIST,75000,09/15/2019,CERTIFIED,03/19/2019,2019
NIRVANA ENTERPRISES LLC,"PLANO, TX",DATA SCIENTIST,75000,09/15/2019,CERTIFIED,03/20/2019,2019
SOKAT CONSULTING LLC,"ROCKVILLE, MD",DATA SCIENTIST,75000,09/19/2019,CERTIFIED,03/21/2019,2019
BELMONT TECHNOLOGY INC,"HOUSTON, TX",DATA SCIENTIST,75000,09/18/2019,CERTIFIED,03/22/2019,2019
PUBLISHERS CLEARING HOUSE LLC,"JERICHO, NY",DATA SCIENTIST,75296,09/02/2019,CERTIFIED,03/05/2019,2019
GASBUDDY LLC,"BOSTON, MA",DATA SCIENTIST,75800,09/03/2019,CERTIFIED,03/04/2019,2019
ZF NORTH AMERICA INC,"NORTHVILLE, MI",DATA SCIENTIST,76000,08/07/2019,CERTIFIED,02/07/2019,2019
ERICSSON INC,"PLANO, TX",DATA SCIENTIST,76033,09/13/2019,CERTIFIED,03/15/2019,2019
DANFOSS POWER SOLUTIONS (US) COMPANY,"CAMBRIDGE, MA",DATA SCIENTIST,76220,09/17/2019,CERTIFIED,03/18/2019,2019
WAYFAIR LLC,"BOSTON, MA",DATA SCIENTIST,76294,08/25/2019,CERTIFIED,03/08/2019,2019
UNITY TECHNOLOGIES SF,"FRAMINGHAM, MA",DATA SCIENTIST,76315,09/19/2019,CERTIFIED,03/20/2019,2019
AVERON SOLUTIONS INC,"OLDSMAR, FL",DATA SCIENTIST,76500,09/13/2019,CERTIFIED,03/18/2019,2019
OPTIMAL CAE INC,"DEARBORN, MI",DATA SCIENTIST,76500,09/18/2019,CERTIFIED,03/21/2019,2019
FETCH REWARDS LLC,"CHICAGO, IL",DATA SCIENTIST,76502,09/13/2019,CERTIFIED,03/15/2019,2019
MAPMYHIRE LLC,"MILPITAS, CA",DATA SCIENTIST,76800,09/04/2019,CERTIFIED,03/07/2019,2019
TTI INC,"FORT WORTH, TX",DATA SCIENTIST,76814,09/12/2019,CERTIFIED,03/13/2019,2019
8451 LLC,"CHICAGO, IL",DATA SCIENTIST,77000,08/19/2019,CERTIFIED,02/25/2019,2019
PRESCRIBE WELLNESS LLC,"QUINCY, MA",DATA SCIENTIST,77000,09/10/2019,CERTIFIED,03/14/2019,2019
BAMBINO TECHNOLOGIES INC,"DALLAS, TX",DATA SCIENTIST,77189,08/16/2019,CERTIFIED,03/25/2019,2019
SOFTWARE GENIUS INC,"ISELIN, NJ",DATA SCIENTIST,77443,09/20/2019,CERTIFIED,03/22/2019,2019
IBM CORPORATION,"AUSTIN, TX",DATA SCIENTIST,77500,08/07/2019,CERTIFIED,02/05/2019,2019
ASPEN TECHNOLOGY INC,"BEDFORD, MA",DATA SCIENTIST,77620,09/17/2019,CERTIFIED,03/22/2019,2019
WEALTHENGINE INC,"BETHESDA, MD",DATA SCIENTIST,77813,08/01/2019,CERTIFIED,02/25/2019,2019
CITILABS INC,"SACRAMENTO, CA",DATA SCIENTIST,78000,09/01/2019,CERTIFIED,03/08/2019,2019
ADSWERVE INC,"SEATTLE, WA",DATA SCIENTIST,78000,09/06/2019,CERTIFIED,03/13/2019,2019
SPECTRUM E-COMMERCE SOLUTIONS INC,"IRVINE, CA",DATA SCIENTIST,78000,09/21/2019,CERTIFIED,03/22/2019,2019
QCENTUM TECHNOLOGIES LLC,"CARROLLTON, TX",DATA SCIENTIST,78000,09/12/2019,CERTIFIED,03/24/2019,2019
PRESCIENT TECHNOLOGIES INC,"COSTA MESA, CA",DATA SCIENTIST,78354,09/08/2019,CERTIFIED,03/13/2019,2019
ZILLOW INC,"IRVINE, CA",DATA SCIENTIST,78354,09/24/2019,CERTIFIED,03/25/2019,2019
ORACLE AMERICA INC,"BROOMFIELD, CO",DATA SCIENTIST,78444,09/07/2019,CERTIFIED,03/16/2019,2019
TITAN DATA GROUP INC,"WOODBURY, MN",DATA SCIENTIST,78500,08/25/2019,CERTIFIED,02/26/2019,2019
XL SOFTEK INC,"WEST CHESTER, PA",DATA SCIENTIST,79165,08/20/2019,CERTIFIED,03/07/2019,2019
XL SOFTEK INC,"WEST CHESTER, PA",DATA SCIENTIST,79165,08/20/2019,CERTIFIED,03/21/2019,2019
HVH PRECISION ANALYTICS LLC,"NEW YORK, NY",DATA SCIENTIST,79331,09/17/2019,CERTIFIED,03/21/2019,2019
BOOZ ALLEN HAMILTON INC,"BOSTON, MA",DATA SCIENTIST,79400,09/06/2019,CERTIFIED,03/19/2019,2019
A4 MEDIA & DATA SOLUTIONS LLC (F/K/A NTELLIGIS LLC),"LONG ISLAND CITY, NY",DATA SCIENTIST,79779,08/01/2019,CERTIFIED,03/06/2019,2019
PANDERA SYSTEMS LLC,"RALEIGH, NC",DATA SCIENTIST,79830,09/17/2019,CERTIFIED,03/18/2019,2019
PANDERA SYSTEMS LLC,"RALEIGH, NC",DATA SCIENTIST,79830,09/20/2019,CERTIFIED,03/21/2019,2019
DEXTRO SOFTWARE SYSTEMS INC,"DENVER, CO",DATA SCIENTIST,79851,09/21/2019,CERTIFIED,03/22/2019,2019
MITCHELL INTERNATIONAL INC,"SAN DIEGO, CA",DATA SCIENTIST,79893,08/01/2019,CERTIFIED,02/13/2019,2019
BED BATH & BEYOND INC,"UNION, NJ",DATA SCIENTIST,80000,09/05/2019,CERTIFIED,03/07/2019,2019
ERICSSON INC,"PLANO, TX",DATA SCIENTIST,80000,02/04/2019,CERTIFIED,01/29/2019,2019
SUNCOAST CREDIT UNION,"TAMPA, FL",DATA SCIENTIST,80000,08/17/2019,CERTIFIED,02/15/2019,2019
SABIO MOBILE INC,"WOODLAND HILLS, CA",DATA SCIENTIST,80000,08/08/2019,CERTIFIED,02/19/2019,2019
JAVELIN BIOTECH LLC,"WOBURN, MA",DATA SCIENTIST,80000,08/22/2019,CERTIFIED,02/25/2019,2019
DELUXE ONE LLC,"SOLANA BEACH, CA",DATA SCIENTIST,80000,08/21/2019,CERTIFIED,03/01/2019,2019
DIVEPLANE CORPORATION,"RALEIGH, NC",DATA SCIENTIST,80000,08/28/2019,CERTIFIED,03/01/2019,2019
