Company,Location,Role,Salary,StartDate,Status,SubmitDate,Year
PAYCOM PAYROLL LLC,"OKLAHOMA CITY, OK",DATA SCIENTIST,80000,08/31/2019,CERTIFIED,03/01/2019,2019
INFOTREE SERVICE INC,"ST. LOUIS, MO",DATA SCIENTIST,80000,09/03/2019,CERTIFIED,03/04/2019,2019
DATALINE INC,"PRINCETON, NJ",DATA SCIENTIST,80000,09/03/2019,CERTIFIED,03/04/2019,2019
WE WORK MANAGEMENT LLC,"NEW YORK, NY",DATA SCIENTIST,80000,09/03/2019,CERTIFIED,03/05/2019,2019
A4 MEDIA & DATA SOLUTIONS LLC (F/K/A NTELLIGIS LLC),"LONG ISLAND CITY, NY",DATA SCIENTIST,80000,08/01/2019,CERTIFIED,03/06/2019,2019
WATTERS DESIGNS INC,"DALLAS, TX",DATA SCIENTIST,80000,08/19/2019,CERTIFIED,03/06/2019,2019
SCIENAPTIC SYSTEMS INC,"NEW YORK, NY",DATA SCIENTIST,80000,09/02/2019,CERTIFIED,03/07/2019,2019
RAISE MARKETPLACE LLC,"CHICAGO, IL",DATA SCIENTIST,80000,09/03/2019,CERTIFIED,03/08/2019,2019
COMMUNITY TAX LLC,"CHICAGO, IL",DATA SCIENTIST,80000,09/07/2019,CERTIFIED,03/08/2019,2019
REX - REAL ESTATE EXCHANGE INC,"AUSTIN, TX",DATA SCIENTIST,80000,09/06/2019,CERTIFIED,03/11/2019,2019
INNOVA SOLUTIONS INC,"NASHVILLE, TN",DATA SCIENTIST,80000,09/09/2019,CERTIFIED,03/12/2019,2019
WE WORK MANAGEMENT LLC,"NEW YORK, NY",DATA SCIENTIST,80000,09/03/2019,CERTIFIED,03/12/2019,2019
XSELL TECHNOLOGIES INC,"CHICAGO, IL",DATA SCIENTIST,80000,09/06/2019,CERTIFIED,03/12/2019,2019
AFT ANALYTICS LLC,"NEW YORK, NY",DATA SCIENTIST,80000,08/01/2019,CERTIFIED,03/12/2019,2019
QUBIQLE INC,"EMERYVILLE, CA",DATA SCIENTIST,80000,09/05/2019,CERTIFIED,03/12/2019,2019
CELONIS INC,"NEW YORK, NY",DATA SCIENTIST,80000,09/13/2019,CERTIFIED,03/14/2019,2019
THE NIELSEN COMPANY (US) LLC,"CHICAGO, IL",DATA SCIENTIST,80000,09/06/2019,CERTIFIED,03/14/2019,2019
ATTADALE PARTNERS LLC,"SCHAUMBURG, IL",DATA SCIENTIST,80000,09/01/2019,CERTIFIED,03/15/2019,2019
SHIPBOB INC,"CHICAGO, IL",DATA SCIENTIST,80000,09/03/2019,CERTIFIED,03/15/2019,2019
INTEGRITY WEB CONSULTING INC,"ST. LOUIS, MO",DATA SCIENTIST,80000,08/20/2019,CERTIFIED,03/15/2019,2019
IDELIC INC,"PITTSBURGH, PA",DATA SCIENTIST,80000,09/17/2019,CERTIFIED,03/19/2019,2019
IMIDIA LLC,"SAN FRANCISCO, CA",DATA SCIENTIST,80000,09/19/2019,CERTIFIED,03/21/2019,2019
ANCORE LLC,"FRANKLIN, TN",DATA SCIENTIST,80000,09/20/2019,CERTIFIED,03/21/2019,2019
RMARK BIO INC,"CHICAGO, IL",DATA SCIENTIST,80000,09/20/2019,CERTIFIED,03/21/2019,2019
ASPEN TECHNOLOGY INC,"BEDFORD, MA",DATA SCIENTIST,80000,09/16/2019,CERTIFIED,03/22/2019,2019
ASPEN TECHNOLOGY INC,"BEDFORD, MA",DATA SCIENTIST,80000,09/17/2019,CERTIFIED,03/22/2019,2019
INFINITY INFOTECH LLC,"NASHUA, NH",DATA SCIENTIST,80000,09/23/2019,CERTIFIED,03/25/2019,2019
2ND ORDER SOLUTIONS INC,"ARLINGTON, VA",DATA SCIENTIST,80000,08/21/2019,CERTIFIED,03/25/2019,2019
2ND ORDER SOLUTIONS INC,"GLEN ALLEN, VA",DATA SCIENTIST,80000,08/21/2019,CERTIFIED,03/25/2019,2019
THE BOEING COMPANY,"RENTON, WA",DATA SCIENTIST,80413,08/16/2019,CERTIFIED,02/20/2019,2019
NORDSTROM INC,"SEATTLE, WA",DATA SCIENTIST,80413,08/02/2019,CERTIFIED,02/28/2019,2019
ARVATO DIGITAL SERVICES LLC,"SEATTLE, WA",DATA SCIENTIST,80413,09/09/2019,CERTIFIED,03/18/2019,2019
ARVATO DIGITAL SERVICES LLC,"RENO, NV",DATA SCIENTIST,80413,09/09/2019,CERTIFIED,03/18/2019,2019
ARVATO DIGITAL SERVICES LLC,"SEATTLE, WA",DATA SCIENTIST,80413,09/09/2019,CERTIFIED,03/21/2019,2019
TRUESCRIPTS MANAGEMENT SERVICES LLC,"WASHINGTON, IN",DATA SCIENTIST,80500,08/26/2019,CERTIFIED,03/08/2019,2019
INTEL CORPORATION,"HILLSBORO, OR",DATA SCIENTIST,80850,01/17/2019,CERTIFIED,01/11/2019,2019
INTEL CORPORATION,"HILLSBORO, OR",DATA SCIENTIST,80850,01/21/2019,CERTIFIED,01/15/2019,2019
INTEL CORPORATION,"HILLSBORO, OR",DATA SCIENTIST,80850,02/01/2019,CERTIFIED,01/28/2019,2019
INTEL CORPORATION,"HILLSBORO, OR",DATA SCIENTIST,80850,07/24/2019,CERTIFIED,01/28/2019,2019
INTEL CORPORATION,"HILLSBORO, OR",DATA SCIENTIST,80850,08/11/2019,CERTIFIED,02/14/2019,2019
INTEL CORPORATION,"HILLSBORO, OR",DATA SCIENTIST,80850,08/11/2019,CERTIFIED,02/15/2019,2019
INTEL CORPORATION,"HILLSBORO, OR",DATA SCIENTIST,80850,08/14/2019,CERTIFIED,02/15/2019,2019
INTEL CORPORATION,"HILLSBORO, OR",DATA SCIENTIST,80850,08/12/2019,CERTIFIED,02/15/2019,2019
INTEL CORPORATION,"HILLSBORO, OR",DATA SCIENTIST,80850,08/16/2019,CERTIFIED,02/22/2019,2019
INTEL CORPORATION,"HILLSBORO, OR",DATA SCIENTIST,80850,08/26/2019,CERTIFIED,02/26/2019,2019
INTEL CORPORATION,"ALOHA, OR",DATA SCIENTIST,80850,03/12/2019,CERTIFIED,03/08/2019,2019
INTEL CORPORATION,"HILLSBORO, OR",DATA SCIENTIST,80850,09/11/2019,CERTIFIED,03/13/2019,2019
CCC INFORMATION SERVICES INC,"CHICAGO, IL",DATA SCIENTIST,80912,08/31/2019,CERTIFIED,03/01/2019,2019
CCC INFORMATION SERVICES INC,"CHICAGO, IL",DATA SCIENTIST,80912,08/31/2019,CERTIFIED,03/02/2019,2019
CCC INFORMATION SERVICES INC,"CHICAGO, IL",DATA SCIENTIST,80912,09/10/2019,CERTIFIED,03/11/2019,2019
SCIENAPTIC SYSTEMS INC,"CHICAGO, IL",DATA SCIENTIST,80912,09/02/2019,CERTIFIED,03/12/2019,2019
IBM CORPORATION,"DALLAS, TX",DATA SCIENTIST,80974,07/11/2019,CERTIFIED,01/11/2019,2019
IBM CORPORATION,"DALLAS, TX",DATA SCIENTIST,80974,08/03/2019,CERTIFIED,02/04/2019,2019
R SMITH INTERNATIONAL LLC,"BOCA RATON, FL",DATA SCIENTIST,80974,08/29/2019,CERTIFIED,03/06/2019,2019
PNR SOFTWARE SOLUTIONS CORPORATION,"PLANO, TX",DATA SCIENTIST,81000,03/20/2019,CERTIFIED,03/12/2019,2019
MOUNTAIN IT SOLUTIONS LLC,"DALLAS, TX",DATA SCIENTIST,81000,08/20/2019,CERTIFIED,03/13/2019,2019
MOUNTAIN IT SOLUTIONS LLC,"PLANO, TX",DATA SCIENTIST,81000,08/20/2019,CERTIFIED,03/13/2019,2019
MOUNTAIN IT SOLUTIONS LLC,"PLANO, TX",DATA SCIENTIST,81000,08/20/2019,CERTIFIED,03/18/2019,2019
MOUNTAIN IT SOLUTIONS LLC,"DALLAS, TX",DATA SCIENTIST,81000,08/20/2019,CERTIFIED,03/19/2019,2019
MOUNTAIN IT SOLUTIONS LLC,"PLANO, TX",DATA SCIENTIST,81000,08/20/2019,CERTIFIED,03/19/2019,2019
SENCOM INC,"DEARBORN, MI",DATA SCIENTIST,81016,08/24/2019,CERTIFIED,02/22/2019,2019
SENCOM INC,"DEARBORN, MI",DATA SCIENTIST,81016,08/26/2019,CERTIFIED,02/24/2019,2019
TEKSKY LLC,"BOCA RATON, FL",DATA SCIENTIST,81016,08/20/2019,CERTIFIED,03/12/2019,2019
UNIBIT INC,"ALLSTON, MA",DATA SCIENTIST,81037,09/11/2019,CERTIFIED,03/13/2019,2019
CAMBIA HEALTH SOLUTIONS,"SEATTLE, WA",DATA SCIENTIST,81266,08/14/2019,CERTIFIED,02/20/2019,2019
CSTS TECHNOLOGIES INC,"TEMPE, AZ",DATA SCIENTIST,81266,09/18/2019,CERTIFIED,03/19/2019,2019
ZILLOW INC,"SEATTLE, WA",DATA SCIENTIST,81266,09/24/2019,CERTIFIED,03/25/2019,2019
LAUNCH IT CORP,"DES MOINES, IA",DATA SCIENTIST,82000,02/15/2019,CERTIFIED,02/12/2019,2019
RITE PROS INC,"SCHAUMBURG, IL",DATA SCIENTIST,82000,09/06/2019,CERTIFIED,03/08/2019,2019
MOUNT SINAI GENOMICS INC,"STAMFORD, CT",DATA SCIENTIST,82000,09/05/2019,CERTIFIED,03/08/2019,2019
BLUE ALLY TECHNOLOGY SOLUTIONS LLC,"RICHARDSON, TX",DATA SCIENTIST,82000,09/01/2019,CERTIFIED,03/15/2019,2019
NEWSDAY LLC,"MELVILLE, NY",DATA SCIENTIST,82500,09/03/2019,CERTIFIED,03/19/2019,2019
FIDELITY BROKERAGE SERVICES LLC,"BOSTON, MA",DATA SCIENTIST,82618,07/27/2019,CERTIFIED,02/07/2019,2019
FIDELITY BROKERAGE SERVICES LLC,"BOSTON, MA",DATA SCIENTIST,82618,08/03/2019,CERTIFIED,02/11/2019,2019
SANOFI US SERVICES INC,"CAMBRIDGE, MA",DATA SCIENTIST,82618,08/12/2019,CERTIFIED,02/21/2019,2019
WAYFAIR LLC,"BOSTON, MA",DATA SCIENTIST,82618,08/07/2019,CERTIFIED,02/26/2019,2019
FIDELITY BROKERAGE SERVICES LLC,"BOSTON, MA",DATA SCIENTIST,82618,08/30/2019,CERTIFIED,03/11/2019,2019
BUNKER HILL INSURANCE COMPANY,"BOSTON, MA",DATA SCIENTIST,82618,08/06/2019,CERTIFIED,03/12/2019,2019
BUNKER HILL INSURANCE COMPANY,"BOSTON, MA",DATA SCIENTIST,82618,08/21/2019,CERTIFIED,03/12/2019,2019
EDISON ENERGY LLC,"BOSTON, MA",DATA SCIENTIST,82618,09/06/2019,CERTIFIED,03/13/2019,2019
SFL SCIENTIFIC LLC,"QUINCY, MA",DATA SCIENTIST,82618,08/31/2019,CERTIFIED,03/13/2019,2019
BITSIGHT TECHNOLOGIES INC,"BOSTON, MA",DATA SCIENTIST,82650,07/15/2019,CERTIFIED,02/21/2019,2019
DOUBLE DOWN INTERACTIVE LLC,"SEATTLE, WA",DATA SCIENTIST,82800,08/13/2019,CERTIFIED,02/14/2019,2019
MAXIMA CONSULTING INC,"QUINCY, MA",DATA SCIENTIST,83000,09/06/2019,CERTIFIED,03/07/2019,2019
MAXIMA CONSULTING INC,"BOSTON, MA",DATA SCIENTIST,83000,09/06/2019,CERTIFIED,03/07/2019,2019
PANDIT VIEW SOFTWARE LLC,"CENTENNIAL, CO",DATA SCIENTIST,83000,09/05/2019,CERTIFIED,03/08/2019,2019
MAXIMA CONSULTING INC,"QUINCY, MA",DATA SCIENTIST,83000,09/06/2019,CERTIFIED,03/18/2019,2019
PSYML INC,"LOS ANGELES, CA",DATA SCIENTIST,83200,09/05/2019,CERTIFIED,03/08/2019,2019
TRINITY INDUSTRIES INC,"DALLAS, TX",DATA SCIENTIST,83200,09/13/2019,CERTIFIED,03/18/2019,2019
COGNOWIZ LLC,"FARMINGTON HILLS, MI",DATA SCIENTIST,83491,09/05/2019,CERTIFIED,03/19/2019,2019
THEATRO LABS INC,"RICHARDSON, TX",DATA SCIENTIST,83600,09/01/2019,CERTIFIED,03/05/2019,2019
IBM CORPORATION,"DURHAM, NC",DATA SCIENTIST,83616,07/25/2019,CERTIFIED,01/24/2019,2019
IBM CORPORATION,"ARMONK, NY",DATA SCIENTIST,83866,08/23/2019,CERTIFIED,02/21/2019,2019
VIA TRANSPORTATION INC,"NEW YORK, NY",DATA SCIENTIST,83866,09/06/2019,CERTIFIED,03/08/2019,2019
HASHMAP INC,"ROSWELL, GA",DATA SCIENTIST,84000,09/01/2019,CERTIFIED,03/13/2019,2019
JVION INC,"JOHNS CREEK, GA",DATA SCIENTIST,84000,09/12/2019,CERTIFIED,03/15/2019,2019
GORBEL INC,"VICTOR, NY",DATA SCIENTIST,84000,09/20/2019,CERTIFIED,03/21/2019,2019
ONE GAS INC,"TULSA, OK",DATA SCIENTIST,84240,08/08/2019,CERTIFIED,02/11/2019,2019
SYSTEMATRIX SOLUTIONS INC,"ATLANTA, GA",DATA SCIENTIST,84240,09/10/2019,CERTIFIED,03/14/2019,2019
CORECOMPETE INC,"DURHAM, NC",DATA SCIENTIST,84400,09/02/2019,CERTIFIED,03/07/2019,2019
CALM ENERGY INC,"LYNBROOK, NY",DATA SCIENTIST,84469,09/10/2019,CERTIFIED,03/12/2019,2019
EDUCATION BUSINESS SOLUTIONS INC,"WASHINGTON, DC",DATA SCIENTIST,84677,08/16/2019,CERTIFIED,02/14/2019,2019
MONSTER WORLDWIDE INC,"WESTON, MA",DATA SCIENTIST,84698,08/02/2019,CERTIFIED,03/05/2019,2019
SECUREAPP TECHNOLOGIES LLC,"BOSTON, MA",DATA SCIENTIST,84698,09/06/2019,CERTIFIED,03/19/2019,2019
SAP LABS LLC,"PALO ALTO, CA",DATA SCIENTIST,84780,07/24/2019,CERTIFIED,02/27/2019,2019
KK ASSOCIATES LLC,"BELLEVUE, WA",DATA SCIENTIST,84781,09/16/2019,CERTIFIED,03/17/2019,2019
RENTRAK CORPORATION,"SEATTLE, WA",DATA SCIENTIST,84804,08/10/2019,CERTIFIED,02/08/2019,2019
NEBRASKA FURNITURE MART INC,"OMAHA, NE",DATA SCIENTIST,85000,09/02/2019,CERTIFIED,03/03/2019,2019
KAIZEN ANALYTIX LLC,"PLANO, TX",DATA SCIENTIST,85000,01/28/2019,CERTIFIED,01/28/2019,2019
NORC,"CHICAGO, IL",DATA SCIENTIST,85000,07/11/2019,CERTIFIED,02/06/2019,2019
KAIZEN ANALYTIX LLC,"PLANO, TX",DATA SCIENTIST,85000,04/01/2019,CERTIFIED,02/11/2019,2019
STANLEY BLACK & DECKER INC,"HARTFORD, CT",DATA SCIENTIST,85000,08/15/2019,CERTIFIED,02/19/2019,2019
THE HANOVER RESEARCH COUNCIL LLC,"ARLINGTON, VA",DATA SCIENTIST,85000,08/16/2019,CERTIFIED,02/19/2019,2019
8451 LLC,"CINCINNATI, OH",DATA SCIENTIST,85000,08/19/2019,CERTIFIED,02/25/2019,2019
NASDAQ INC,"BOSTON, MA",DATA SCIENTIST,85000,08/10/2019,CERTIFIED,02/28/2019,2019
INSYS GROUP INC,"PLANO, TX",DATA SCIENTIST,85000,08/28/2019,CERTIFIED,02/28/2019,2019
EZCORP INC,"ROLLINGWOOD, TX",DATA SCIENTIST,85000,08/31/2019,CERTIFIED,03/01/2019,2019
INFOBLOX INC,"TACOMA, WA",DATA SCIENTIST,85000,09/01/2019,CERTIFIED,03/04/2019,2019
EZOIC INC,"CARLSBAD, CA",DATA SCIENTIST,85000,08/25/2019,CERTIFIED,03/04/2019,2019
BOSCH REXROTH CORPORATION,"FOUNTAIN INN, SC",DATA SCIENTIST,85000,08/27/2019,CERTIFIED,03/04/2019,2019
GEORGIA-PACIFIC LLC,"ATLANTA, GA",DATA SCIENTIST,85000,07/26/2019,CERTIFIED,03/06/2019,2019
BOUNTEOUS INC,"CHICAGO, IL",DATA SCIENTIST,85000,03/14/2019,CERTIFIED,03/06/2019,2019
CSC HOLDINGS LLC,"PLANO, TX",DATA SCIENTIST,85000,08/01/2019,CERTIFIED,03/06/2019,2019
COLABERRY INC,"SAINT LOUIS, MO",DATA SCIENTIST,85000,09/06/2019,CERTIFIED,03/07/2019,2019
Z5 INVENTORY INC,"AUSTIN, TX",DATA SCIENTIST,85000,09/05/2019,CERTIFIED,03/07/2019,2019
OLARIS THERAPEUTICS INC,"CAMBRIDGE, MA",DATA SCIENTIST,85000,09/07/2019,CERTIFIED,03/08/2019,2019
ELSEVIER INC,"PHILADELPHIA, PA",DATA SCIENTIST,85000,09/02/2019,CERTIFIED,03/08/2019,2019
R4 TECHNOLOGIES LLC,"RIDGEFIELD, CT",DATA SCIENTIST,85000,09/07/2019,CERTIFIED,03/08/2019,2019
WB SOLUTIONS LLC,"TAMPA, FL",DATA SCIENTIST,85000,08/15/2019,CERTIFIED,03/11/2019,2019
WABTEC US RAIL INC,"MELBOURNE, FL",DATA SCIENTIST,85000,09/07/2019,CERTIFIED,03/11/2019,2019
CMGRP INC,"NEW YORK, NY",DATA SCIENTIST,85000,09/07/2019,CERTIFIED,03/11/2019,2019
LIGHTER CAPITAL INC,"SEATTLE, WA",DATA SCIENTIST,85000,08/26/2019,CERTIFIED,03/12/2019,2019
ATHENA ART FINANCE CORP,"NEW YORK, NY",DATA SCIENTIST,85000,09/10/2019,CERTIFIED,03/12/2019,2019
LEARNING ALLY,"PRINCETON, NJ",DATA SCIENTIST,85000,09/07/2019,CERTIFIED,03/13/2019,2019
CELONIS INC,"NEW YORK, NY",DATA SCIENTIST,85000,03/15/2019,CERTIFIED,03/14/2019,2019
CUBIC TRANSPORTATION SYSTEMS INC,"AUSTIN, TX",DATA SCIENTIST,85000,09/07/2019,CERTIFIED,03/15/2019,2019
NETAPP INC,"WALTHAM, MA",DATA SCIENTIST,85000,09/14/2019,CERTIFIED,03/15/2019,2019
QUANTAVERSE LLC,"WAYNE, PA",DATA SCIENTIST,85000,09/14/2019,CERTIFIED,03/15/2019,2019
ANIRA SOLUTIONS INC,"ASHBURN, VA",DATA SCIENTIST,85000,09/09/2019,CERTIFIED,03/15/2019,2019
AEGIS SYSTEMS INC,"CHICAGO, IL",DATA SCIENTIST,85000,09/14/2019,CERTIFIED,03/15/2019,2019
DOLLAR FINANCIAL GROUP INC,"DALLAS, TX",DATA SCIENTIST,85000,09/18/2019,CERTIFIED,03/19/2019,2019
FOOT LOCKER RETAIL INC,"BRADENTON, FL",DATA SCIENTIST,85000,09/02/2019,CERTIFIED,03/19/2019,2019
ACTIVESCALER INC,"MILPITAS, CA",DATA SCIENTIST,85000,08/20/2019,CERTIFIED,03/21/2019,2019
EZOIC INC,"CARLSBAD, CA",DATA SCIENTIST,85000,08/25/2019,CERTIFIED,03/21/2019,2019
VOX ASTRA INC,"ROUND ROCK, TX",DATA SCIENTIST,85000,09/02/2019,CERTIFIED,03/22/2019,2019
TEG ANALYTICS LLC,"WESTPORT, CT",DATA SCIENTIST,85000,09/18/2019,CERTIFIED,03/22/2019,2019
TRUTHMD LLC,"ALPHARETTA, GA",DATA SCIENTIST,85000,09/24/2019,CERTIFIED,03/25/2019,2019
WAL-MART ASSOCIATES INC,"BENTONVILLE, AR",DATA SCIENTIST,85000,08/25/2019,CERTIFIED,02/26/2019,2019
WAL-MART ASSOCIATES INC,"BENTONVILLE, AR",DATA SCIENTIST,85000,09/01/2019,CERTIFIED,03/04/2019,2019
WAL-MART ASSOCIATES INC,"AUSTIN, TX",DATA SCIENTIST,85000,09/03/2019,CERTIFIED,03/06/2019,2019
LEVEL 3 COMMUNICATIONS LLC,"LITTLETON, CO",DATA SCIENTIST,85010,09/13/2019,CERTIFIED,03/15/2019,2019
IBM CORPORATION,"CHICAGO, IL",DATA SCIENTIST,85200,08/01/2019,CERTIFIED,01/30/2019,2019
IBM CORPORATION,"PITTSBURGH, PA",DATA SCIENTIST,85200,08/07/2019,CERTIFIED,02/05/2019,2019
IBM CORPORATION,"SANDY SPRINGS, GA",DATA SCIENTIST,85200,08/15/2019,CERTIFIED,02/13/2019,2019
IBM CORPORATION,"SANDY SPRINGS, GA",DATA SCIENTIST,85200,08/29/2019,CERTIFIED,02/27/2019,2019
IBM CORPORATION,"SANDY SPRINGS, GA",DATA SCIENTIST,85200,09/04/2019,CERTIFIED,03/05/2019,2019
ENGINEERING TECHNOLOGY ASSOCIATES INC,"DEARBORN, MI",DATA SCIENTIST,85363,08/28/2019,CERTIFIED,03/07/2019,2019
ENGINEERING TECHNOLOGY ASSOCIATES INC,"DEARBORN, MI",DATA SCIENTIST,85363,08/28/2019,CERTIFIED,03/21/2019,2019
GLOBAL ATLANTIC FINANCIAL COMPANY,"BRIGHTON, MA",DATA SCIENTIST,85600,08/24/2019,CERTIFIED,03/05/2019,2019
BOSTON MARKET CORPORATION,"GOLDEN, CO",DATA SCIENTIST,85717,08/01/2019,CERTIFIED,03/05/2019,2019
COGNISTIC LLC,"PITTSBURGH, PA",DATA SCIENTIST,85717,09/10/2019,CERTIFIED,03/14/2019,2019
EUREKA INFOTECH INC,"SAINT LOUIS, MO",DATA SCIENTIST,85930,09/05/2019,CERTIFIED,03/11/2019,2019
ENGINEERING TECHNOLOGY ASSOCIATES INC,"DEARBORN, MI",DATA SCIENTIST,86000,08/28/2019,CERTIFIED,03/01/2019,2019
BRILLIO LLC,"BELLEVUE, WA",DATA SCIENTIST,86000,09/09/2019,CERTIFIED,03/12/2019,2019
LOVEN SYSTEMS,"NORTHVILLE, MI",DATA SCIENTIST,86000,09/01/2019,CERTIFIED,03/13/2019,2019
RELIABLE SOFTWARE RESOURCES INC,"NORTHVILLE, MI",DATA SCIENTIST,86000,09/01/2019,CERTIFIED,03/19/2019,2019
ENGINEERING TECHNOLOGY ASSOCIATES INC,"DEARBORN, MI",DATA SCIENTIST,86000,08/28/2019,CERTIFIED,03/21/2019,2019
RSG MEDIA SYSTEMS LLC,"NEW YORK, NY",DATA SCIENTIST,86000,09/20/2019,CERTIFIED,03/21/2019,2019
RSG MEDIA SYSTEMS LLC,"NEW YORK, NY",DATA SCIENTIST,86000,09/21/2019,CERTIFIED,03/22/2019,2019
AMERICAN BANKERS LIFE ASSURANCE COMPANY OF FLORIDA,"ATLANTA, GA",DATA SCIENTIST,86494,08/07/2019,CERTIFIED,02/05/2019,2019
OSI MANAGEMENT INC A BLOOMIN BRANDS COMPANY,"TAMPA, FL",DATA SCIENTIST,86923,09/12/2019,CERTIFIED,03/15/2019,2019
BLACKSTRAW LLC,"TAMPA, FL",DATA SCIENTIST,87000,08/27/2019,CERTIFIED,02/28/2019,2019
NXP USA INC,"CHANDLER, AZ",DATA SCIENTIST,87000,09/02/2019,CERTIFIED,03/08/2019,2019
AFFINITY PLUS FEDERAL CREDIT UNION,"ST. PAUL, MN",DATA SCIENTIST,87000,09/13/2019,CERTIFIED,03/15/2019,2019
SPECTRA GROUP INC,"CHARLOTTE, NC",DATA SCIENTIST,87000,09/21/2019,CERTIFIED,03/23/2019,2019
INDEED INC,"AUSTIN, TX",DATA SCIENTIST,87090,08/09/2019,CERTIFIED,03/05/2019,2019
INDEED INC,"AUSTIN, TX",DATA SCIENTIST,87090,07/25/2019,CERTIFIED,03/06/2019,2019
JUNIPER NETWORKS (US) INC,"WESTFORD, MA",DATA SCIENTIST,87235,06/01/2019,CERTIFIED,02/27/2019,2019
PRO STAR SERVICES LLC,"SALT LAKE CITY, UT",DATA SCIENTIST,87360,09/18/2019,CERTIFIED,03/20/2019,2019
THE NIELSEN COMPANY (US) LLC,"NEW YORK, NY",DATA SCIENTIST,87464,08/20/2019,CERTIFIED,02/22/2019,2019
FRACTAL ANALYTICS INC,"NEW YORK, NY",DATA SCIENTIST,87464,08/26/2019,CERTIFIED,03/01/2019,2019
LOGIC LOOPS LLC,"NEW YORK, NY",DATA SCIENTIST,87464,09/10/2019,CERTIFIED,03/17/2019,2019
PLYMOUTH ROCK MANAGEMENT COMPANY OF NEW JERSEY,"WOODBRIDGE, NJ",DATA SCIENTIST,87464,07/25/2019,CERTIFIED,03/18/2019,2019
MONGODB INC,"NEW YORK, NY",DATA SCIENTIST,87464,09/18/2019,CERTIFIED,03/19/2019,2019
MUNICH AMERICAN REASSURANCE COMPANY,"NEW YORK, NY",DATA SCIENTIST,87464,09/03/2019,CERTIFIED,03/19/2019,2019
M SCIENCE LLC,"NEW YORK, NY",DATA SCIENTIST,87464,08/23/2019,CERTIFIED,03/20/2019,2019
HIGH QUARTILE LLC,"BROOKLYN, NY",DATA SCIENTIST,87464,09/16/2019,CERTIFIED,03/20/2019,2019
IOT NATION LLC,"NEW YORK, NY",DATA SCIENTIST,87464,09/20/2019,CERTIFIED,03/22/2019,2019
ALAMEDATECH SOLUTIONS LLC,"WEST WINDSOR, NJ",DATA SCIENTIST,87464,09/24/2019,CERTIFIED,03/25/2019,2019
WORLDPAY INTEGRATED PAYMENTS SOLUTIONS INC,"SYMMES TOWNSHIP, OH",DATA SCIENTIST,87485,09/12/2019,CERTIFIED,03/19/2019,2019
FULCRUM ANALYTICS INC,"NEW YORK, NY",DATA SCIENTIST,87500,08/19/2019,CERTIFIED,02/20/2019,2019
FULCRUM ANALYTICS INC,"NEW YORK, NY",DATA SCIENTIST,87500,08/24/2019,CERTIFIED,02/26/2019,2019
SNAP FINANCE LLC,"WEST VALLEY CITY, UT",DATA SCIENTIST,87500,08/24/2019,CERTIFIED,03/05/2019,2019
COMSCORE INC,"RESTON, VA",DATA SCIENTIST,87500,09/06/2019,CERTIFIED,03/07/2019,2019
QUORA INC,"MOUNTAIN VIEW, CA",DATA SCIENTIST,87506,09/01/2019,CERTIFIED,03/05/2019,2019
QUORA INC,"MOUNTAIN VIEW, CA",DATA SCIENTIST,87506,09/01/2019,CERTIFIED,03/15/2019,2019
SERVICENOW INC,"SANTA CLARA, CA",DATA SCIENTIST,87506,09/18/2019,CERTIFIED,03/21/2019,2019
IBM CORPORATION,"MIDDLETOWN, NJ",DATA SCIENTIST,87781,07/27/2019,CERTIFIED,01/28/2019,2019
K12 INC,"HERNDON, VA",DATA SCIENTIST,88000,08/01/2019,CERTIFIED,02/14/2019,2019
WAL-MART ASSOCIATES INC,"BENTONVILLE, AR",DATA SCIENTIST,88000,08/25/2019,CERTIFIED,02/26/2019,2019
QUALEX CONSULTING SERVICES INC,"DORAL, FL",DATA SCIENTIST,88000,08/27/2019,CERTIFIED,02/27/2019,2019
WAL-MART ASSOCIATES INC,"BENTONVILLE, AR",DATA SCIENTIST,88000,09/02/2019,CERTIFIED,03/05/2019,2019
ZORO TOOLS INC,"BUFFALO GROVE, IL",DATA SCIENTIST,88000,08/21/2019,CERTIFIED,03/08/2019,2019
MED DATA QUEST INC,"LA JOLLA, CA",DATA SCIENTIST,88000,09/08/2019,CERTIFIED,03/09/2019,2019
MED DATA QUEST INC,"LA JOLLA, CA",DATA SCIENTIST,88000,09/11/2019,CERTIFIED,03/12/2019,2019
NIRVANA ENTERPRISES LLC,"FRANKLIN LAKES, NJ",DATA SCIENTIST,88000,09/15/2019,CERTIFIED,03/20/2019,2019
CVENT INC,"MCLEAN, VA",DATA SCIENTIST,88000,09/06/2019,CERTIFIED,03/07/2019,2019
WAL-MART ASSOCIATES INC,"BENTONVILLE, AR",DATA SCIENTIST,88200,08/17/2019,CERTIFIED,02/20/2019,2019
WAL-MART ASSOCIATES INC,"BENTONVILLE, AR",DATA SCIENTIST,88200,08/09/2019,CERTIFIED,02/27/2019,2019
AMERICAN BANKERS LIFE ASSURANCE COMPANY OF FLORIDA,"ATLANTA, GA",DATA SCIENTIST,88400,08/08/2019,CERTIFIED,02/06/2019,2019
TOYOTA CONNECTED NORTH AMERICA INC,"PLANO, TX",DATA SCIENTIST,88400,08/26/2019,CERTIFIED,03/04/2019,2019
IBM CORPORATION,"AUSTIN, TX",DATA SCIENTIST,88483,07/11/2019,CERTIFIED,01/10/2019,2019
